47, 0 %, 1 MiB
46, 0 %, 1 MiB
45, 0 %, 1 MiB
44, 0 %, 1 MiB
44, 0 %, 3 MiB
44, 0 %, 164 MiB
44, 0 %, 164 MiB
43, 7 %, 868 MiB
43, 4 %, 1252 MiB
46, 92 %, 12264 MiB
46, 63 %, 19894 MiB
48, 91 %, 23966 MiB
48, 54 %, 15214 MiB
50, 97 %, 23348 MiB
50, 87 %, 23348 MiB
51, 100 %, 23348 MiB
52, 100 %, 23348 MiB
53, 97 %, 23348 MiB
54, 100 %, 23348 MiB
55, 97 %, 23352 MiB
55, 90 %, 23352 MiB
55, 100 %, 23352 MiB
56, 97 %, 23352 MiB
57, 92 %, 23352 MiB
57, 100 %, 23352 MiB
58, 75 %, 23390 MiB
58, 99 %, 23390 MiB
58, 100 %, 23390 MiB
59, 97 %, 23390 MiB
59, 93 %, 23390 MiB
60, 100 %, 23390 MiB
60, 81 %, 23390 MiB
60, 95 %, 23390 MiB
60, 100 %, 23390 MiB
61, 100 %, 23390 MiB
61, 98 %, 23390 MiB
61, 100 %, 23390 MiB
62, 91 %, 23390 MiB
62, 95 %, 23390 MiB
62, 100 %, 23390 MiB
62, 79 %, 23390 MiB
62, 98 %, 23390 MiB
62, 100 %, 23390 MiB
63, 96 %, 23390 MiB
63, 85 %, 23390 MiB
63, 100 %, 23390 MiB
63, 97 %, 23390 MiB
63, 87 %, 23390 MiB
63, 100 %, 23390 MiB
64, 97 %, 23390 MiB
64, 99 %, 23390 MiB
63, 100 %, 23390 MiB
64, 100 %, 23390 MiB
63, 100 %, 23390 MiB
63, 100 %, 23390 MiB
64, 97 %, 23390 MiB
64, 99 %, 23390 MiB
64, 100 %, 23392 MiB
63, 100 %, 23392 MiB
64, 95 %, 23392 MiB
64, 100 %, 23392 MiB
64, 97 %, 23392 MiB
64, 99 %, 23392 MiB
64, 100 %, 23392 MiB
64, 96 %, 23392 MiB
64, 100 %, 23392 MiB
64, 100 %, 23392 MiB
64, 97 %, 23392 MiB
65, 96 %, 23392 MiB
64, 100 %, 23392 MiB
64, 97 %, 23392 MiB
64, 99 %, 23392 MiB
64, 100 %, 23392 MiB
64, 96 %, 23392 MiB
64, 99 %, 23392 MiB
65, 100 %, 23392 MiB
65, 94 %, 23392 MiB
65, 99 %, 23392 MiB
64, 100 %, 23392 MiB
65, 84 %, 23392 MiB
65, 99 %, 23392 MiB
65, 100 %, 23392 MiB
64, 100 %, 23392 MiB
65, 100 %, 23392 MiB
65, 100 %, 23392 MiB
65, 97 %, 23392 MiB
65, 89 %, 23392 MiB
65, 100 %, 23394 MiB
65, 94 %, 23394 MiB
65, 95 %, 23394 MiB
65, 100 %, 23394 MiB
65, 100 %, 23394 MiB
65, 99 %, 23394 MiB
65, 100 %, 23394 MiB
65, 97 %, 23394 MiB
65, 99 %, 23394 MiB
65, 100 %, 23394 MiB
65, 97 %, 23394 MiB
65, 92 %, 23394 MiB
65, 100 %, 23394 MiB
64, 100 %, 23394 MiB
65, 99 %, 23394 MiB
65, 100 %, 23394 MiB
65, 96 %, 23394 MiB
65, 99 %, 23394 MiB
65, 100 %, 23394 MiB
64, 95 %, 23394 MiB
65, 100 %, 23394 MiB
64, 100 %, 23394 MiB
64, 100 %, 23394 MiB
65, 99 %, 23394 MiB
65, 100 %, 23394 MiB
65, 97 %, 23394 MiB
65, 86 %, 23394 MiB
65, 100 %, 23394 MiB
65, 97 %, 23394 MiB
65, 94 %, 23394 MiB
65, 100 %, 23394 MiB
66, 100 %, 23394 MiB
65, 99 %, 23394 MiB
63, 86 %, 1 MiB
