=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7faa67c62840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-07 03:48:55.458253 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 184  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : True  static_loss_scale : 256.0  dynamic_loss_scale : False  prof : 100  amp : False  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
Warning:  FP16_Optimizer is deprecated and dangerous, and will be deleted soon.  If it still works, you're probably getting lucky.  For mixed precision, use the documented API https://nvidia.github.io/apex/amp.html, with opt_level=O1.
DLL 2020-03-07 03:49:00.470722 - Epoch: 0 Iteration: 1  train.loss : 7.12500  train.total_ips : 36.79 img/s
DLL 2020-03-07 03:49:00.901561 - Epoch: 0 Iteration: 2  train.loss : 7.37891  train.total_ips : 427.12 img/s
DLL 2020-03-07 03:49:01.270604 - Epoch: 0 Iteration: 3  train.loss : 7.66797  train.total_ips : 498.67 img/s
DLL 2020-03-07 03:49:01.613170 - Epoch: 0 Iteration: 4  train.loss : 7.90625  train.total_ips : 537.23 img/s
DLL 2020-03-07 03:49:01.955565 - Epoch: 0 Iteration: 5  train.loss : 8.18750  train.total_ips : 537.48 img/s
DLL 2020-03-07 03:49:02.298784 - Epoch: 0 Iteration: 6  train.loss : 8.93750  train.total_ips : 536.21 img/s
DLL 2020-03-07 03:49:02.641345 - Epoch: 0 Iteration: 7  train.loss : 8.45312  train.total_ips : 537.22 img/s
DLL 2020-03-07 03:49:02.984309 - Epoch: 0 Iteration: 8  train.loss : 8.50000  train.total_ips : 536.59 img/s
DLL 2020-03-07 03:49:03.327250 - Epoch: 0 Iteration: 9  train.loss : 8.10156  train.total_ips : 536.63 img/s
DLL 2020-03-07 03:49:03.669730 - Epoch: 0 Iteration: 10  train.loss : 7.44141  train.total_ips : 537.35 img/s
DLL 2020-03-07 03:49:04.011971 - Epoch: 0 Iteration: 11  train.loss : 9.03125  train.total_ips : 537.72 img/s
DLL 2020-03-07 03:49:04.355744 - Epoch: 0 Iteration: 12  train.loss : 11.17188  train.total_ips : 535.34 img/s
DLL 2020-03-07 03:49:04.698128 - Epoch: 0 Iteration: 13  train.loss : 9.30469  train.total_ips : 537.50 img/s
DLL 2020-03-07 03:49:05.040303 - Epoch: 0 Iteration: 14  train.loss : 9.10938  train.total_ips : 537.84 img/s
