61, 0 %, 560 MiB
61, 7 %, 790 MiB
60, 0 %, 1234 MiB
60, 4 %, 1834 MiB
62, 85 %, 8783 MiB
64, 70 %, 23789 MiB
65, 78 %, 23719 MiB
65, 83 %, 18919 MiB
65, 73 %, 19603 MiB
67, 100 %, 24139 MiB
68, 100 %, 24139 MiB
69, 100 %, 24139 MiB
70, 100 %, 24139 MiB
70, 100 %, 24139 MiB
71, 100 %, 24139 MiB
72, 99 %, 24139 MiB
72, 99 %, 24139 MiB
73, 100 %, 24139 MiB
73, 100 %, 24139 MiB
74, 100 %, 24139 MiB
75, 100 %, 24139 MiB
75, 99 %, 24139 MiB
76, 99 %, 24139 MiB
76, 100 %, 24139 MiB
76, 100 %, 24139 MiB
77, 100 %, 24139 MiB
77, 100 %, 24139 MiB
77, 100 %, 24139 MiB
78, 100 %, 24139 MiB
78, 100 %, 24139 MiB
78, 100 %, 24139 MiB
78, 99 %, 24139 MiB
78, 100 %, 24139 MiB
78, 100 %, 24139 MiB
78, 100 %, 24128 MiB
78, 100 %, 24128 MiB
78, 100 %, 24128 MiB
78, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
77, 67 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
79, 99 %, 24128 MiB
80, 100 %, 24128 MiB
80, 99 %, 24128 MiB
79, 100 %, 24128 MiB
80, 100 %, 24128 MiB
79, 100 %, 24128 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 100 %, 24136 MiB
79, 99 %, 24136 MiB
79, 99 %, 24136 MiB
79, 99 %, 24136 MiB
77, 45 %, 24136 MiB
75, 76 %, 559 MiB
