65, 0 %, 560 MiB
65, 8 %, 856 MiB
64, 0 %, 1234 MiB
63, 2 %, 1710 MiB
66, 87 %, 18176 MiB
68, 89 %, 21572 MiB
68, 100 %, 22048 MiB
69, 100 %, 23586 MiB
69, 100 %, 23586 MiB
70, 99 %, 23586 MiB
71, 99 %, 23586 MiB
71, 100 %, 23586 MiB
71, 100 %, 23586 MiB
72, 99 %, 23586 MiB
73, 100 %, 23586 MiB
73, 100 %, 23586 MiB
73, 100 %, 23586 MiB
74, 99 %, 23586 MiB
74, 100 %, 23586 MiB
74, 100 %, 23586 MiB
75, 100 %, 23586 MiB
75, 99 %, 23586 MiB
76, 100 %, 23586 MiB
76, 100 %, 23586 MiB
76, 100 %, 23586 MiB
77, 99 %, 23586 MiB
77, 100 %, 23586 MiB
77, 100 %, 23586 MiB
77, 100 %, 23586 MiB
78, 99 %, 23586 MiB
78, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 99 %, 23586 MiB
78, 99 %, 23586 MiB
78, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 99 %, 23586 MiB
79, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 99 %, 23586 MiB
78, 100 %, 23586 MiB
79, 100 %, 23586 MiB
78, 100 %, 23586 MiB
78, 99 %, 23586 MiB
79, 100 %, 23586 MiB
78, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
78, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
79, 99 %, 23586 MiB
79, 100 %, 23586 MiB
79, 100 %, 23586 MiB
76, 7 %, 23586 MiB
75, 0 %, 560 MiB
