57, 0 %, 0 MiB
56, 0 %, 11 MiB
56, 3 %, 318 MiB
55, 8 %, 1354 MiB
55, 0 %, 1354 MiB
54, 0 %, 1354 MiB
54, 0 %, 1878 MiB
59, 4 %, 9886 MiB
61, 96 %, 10672 MiB
62, 97 %, 10672 MiB
62, 97 %, 10672 MiB
63, 97 %, 10672 MiB
64, 97 %, 10672 MiB
64, 97 %, 10672 MiB
65, 97 %, 10672 MiB
65, 97 %, 10672 MiB
66, 97 %, 10672 MiB
67, 97 %, 10672 MiB
68, 97 %, 10672 MiB
69, 97 %, 10672 MiB
69, 97 %, 10672 MiB
70, 97 %, 10672 MiB
69, 96 %, 10672 MiB
69, 97 %, 10672 MiB
70, 97 %, 10672 MiB
70, 97 %, 10672 MiB
71, 97 %, 10672 MiB
71, 97 %, 10672 MiB
70, 97 %, 10672 MiB
70, 97 %, 10672 MiB
71, 97 %, 10672 MiB
72, 97 %, 10672 MiB
72, 97 %, 10672 MiB
71, 97 %, 10672 MiB
70, 97 %, 10672 MiB
71, 97 %, 10672 MiB
71, 97 %, 10672 MiB
72, 97 %, 10672 MiB
72, 97 %, 10672 MiB
72, 97 %, 10672 MiB
71, 97 %, 10672 MiB
71, 97 %, 10672 MiB
72, 97 %, 10672 MiB
72, 97 %, 10672 MiB
