=> creating model '('resnet50', 'classic')'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4, 'num_classes': 1000}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7fe5e8f84840>}
read 1281167 files from 1000 directories
read 50000 files from 1000 directories
DLL 2020-03-10 22:08:28.081277 - PARAMETER data : /data/imagenet  data_backend : dali-cpu  arch : resnet50  model_config : classic  workers : 5  epochs : 2  batch_size : 152  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume :   pretrained_weights :   fp16 : False  static_loss_scale : 1  dynamic_loss_scale : False  prof : 100  amp : False  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  workspace : ./  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
DLL 2020-03-10 22:08:34.195149 - Epoch: 0 Iteration: 1  train.loss : 7.10462  train.total_ips : 24.89 img/s
DLL 2020-03-10 22:08:34.961320 - Epoch: 0 Iteration: 2  train.loss : 7.35506  train.total_ips : 198.40 img/s
DLL 2020-03-10 22:08:35.668169 - Epoch: 0 Iteration: 3  train.loss : 8.91379  train.total_ips : 215.06 img/s
DLL 2020-03-10 22:08:36.375007 - Epoch: 0 Iteration: 4  train.loss : 8.00175  train.total_ips : 215.06 img/s
DLL 2020-03-10 22:08:37.081856 - Epoch: 0 Iteration: 5  train.loss : 9.35075  train.total_ips : 215.06 img/s
DLL 2020-03-10 22:08:37.788729 - Epoch: 0 Iteration: 6  train.loss : 8.08322  train.total_ips : 215.05 img/s
DLL 2020-03-10 22:08:38.494993 - Epoch: 0 Iteration: 7  train.loss : 10.13071  train.total_ips : 215.24 img/s
DLL 2020-03-10 22:08:39.202134 - Epoch: 0 Iteration: 8  train.loss : 9.21459  train.total_ips : 214.97 img/s
DLL 2020-03-10 22:08:39.909101 - Epoch: 0 Iteration: 9  train.loss : 10.85701  train.total_ips : 215.02 img/s
DLL 2020-03-10 22:08:40.615484 - Epoch: 0 Iteration: 10  train.loss : 9.34382  train.total_ips : 215.20 img/s
DLL 2020-03-10 22:08:41.322551 - Epoch: 0 Iteration: 11  train.loss : 8.58311  train.total_ips : 214.99 img/s
DLL 2020-03-10 22:08:42.029837 - Epoch: 0 Iteration: 12  train.loss : 7.99384  train.total_ips : 214.92 img/s
DLL 2020-03-10 22:08:42.737634 - Epoch: 0 Iteration: 13  train.loss : 8.61949  train.total_ips : 214.78 img/s
DLL 2020-03-10 22:08:43.446073 - Epoch: 0 Iteration: 14  train.loss : 7.84610  train.total_ips : 214.57 img/s
DLL 2020-03-10 22:08:44.153488 - Epoch: 0 Iteration: 15  train.loss : 7.94985  train.total_ips : 214.89 img/s
DLL 2020-03-10 22:08:44.861252 - Epoch: 0 Iteration: 16  train.loss : 8.05129  train.total_ips : 214.78 img/s
DLL 2020-03-10 22:08:45.568974 - Epoch: 0 Iteration: 17  train.loss : 7.57791  train.total_ips : 214.80 img/s
DLL 2020-03-10 22:08:46.276434 - Epoch: 0 Iteration: 18  train.loss : 7.51408  train.total_ips : 214.88 img/s
DLL 2020-03-10 22:08:46.984370 - Epoch: 0 Iteration: 19  train.loss : 8.27942  train.total_ips : 214.73 img/s
DLL 2020-03-10 22:08:47.692174 - Epoch: 0 Iteration: 20  train.loss : 7.37166  train.total_ips : 214.78 img/s
DLL 2020-03-10 22:08:48.400160 - Epoch: 0 Iteration: 21  train.loss : 7.79898  train.total_ips : 214.71 img/s
DLL 2020-03-10 22:08:49.107966 - Epoch: 0 Iteration: 22  train.loss : 7.61692  train.total_ips : 214.77 img/s
DLL 2020-03-10 22:08:49.815634 - Epoch: 0 Iteration: 23  train.loss : 7.30756  train.total_ips : 214.81 img/s
DLL 2020-03-10 22:08:50.524605 - Epoch: 0 Iteration: 24  train.loss : 7.27240  train.total_ips : 214.42 img/s
DLL 2020-03-10 22:08:51.232784 - Epoch: 0 Iteration: 25  train.loss : 7.56137  train.total_ips : 214.66 img/s
DLL 2020-03-10 22:08:51.940348 - Epoch: 0 Iteration: 26  train.loss : 7.32206  train.total_ips : 214.84 img/s
DLL 2020-03-10 22:08:52.648745 - Epoch: 0 Iteration: 27  train.loss : 7.26687  train.total_ips : 214.59 img/s
DLL 2020-03-10 22:08:53.355686 - Epoch: 0 Iteration: 28  train.loss : 7.22764  train.total_ips : 215.03 img/s
DLL 2020-03-10 22:08:54.063108 - Epoch: 0 Iteration: 29  train.loss : 7.81011  train.total_ips : 214.89 img/s
DLL 2020-03-10 22:08:54.771364 - Epoch: 0 Iteration: 30  train.loss : 7.11269  train.total_ips : 214.63 img/s
DLL 2020-03-10 22:08:55.478829 - Epoch: 0 Iteration: 31  train.loss : 7.21154  train.total_ips : 214.87 img/s
DLL 2020-03-10 22:08:56.186337 - Epoch: 0 Iteration: 32  train.loss : 7.37418  train.total_ips : 214.86 img/s
DLL 2020-03-10 22:08:56.894636 - Epoch: 0 Iteration: 33  train.loss : 7.44169  train.total_ips : 214.62 img/s
DLL 2020-03-10 22:08:57.602688 - Epoch: 0 Iteration: 34  train.loss : 7.00063  train.total_ips : 214.70 img/s
