=> creating model '('resnet50', 'classic', 1000)'
Version: {'net': <class 'image_classification.resnet.ResNet'>, 'block': <class 'image_classification.resnet.Bottleneck'>, 'layers': [3, 4, 6, 3], 'widths': [64, 128, 256, 512], 'expansion': 4}
Config: {'conv': <class 'torch.nn.modules.conv.Conv2d'>, 'conv_init': 'fan_out', 'nonlinearity': 'relu', 'last_bn_0_init': False, 'activation': <function <lambda> at 0x7f1a8810e048>}
Num classes: 1000
DLL 2021-04-10 17:13:32.607565 - PARAMETER data : /data/imagenet  data_backend : syntetic  arch : resnet50  model_config : classic  num_classes : 1000  workers : 5  epochs : 2  run_epochs : -1  batch_size : 496  optimizer_batch_size : -1  lr : 0.1  lr_schedule : step  warmup : 0  label_smoothing : 0.0  mixup : 0.0  momentum : 0.9  weight_decay : 0.0001  bn_weight_decay : False  nesterov : False  print_freq : 1  resume : None  pretrained_weights :   fp16 : False  static_loss_scale : 1  dynamic_loss_scale : False  prof : 100  amp : False  seed : None  gather_checkpoints : False  raport_file : benchmark.json  evaluate : False  training_only : True  save_checkpoints : True  checkpoint_filename : checkpoint.pth.tar  workspace : ./  memory_format : nchw  distributed : False  local_rank : 0  gpu : 0  world_size : 1 
 ! Weight decay NOT applied to BN parameters 
98
63
RUNNING EPOCHS FROM 0 TO 2
DLL 2021-04-10 17:14:04.021256 - Epoch: 0 Iteration: 1  train.loss : 7.12694  train.total_ips : 15.79 img/s
DLL 2021-04-10 17:14:06.552953 - Epoch: 0 Iteration: 2  train.loss : 6.64060  train.total_ips : 195.93 img/s
DLL 2021-04-10 17:14:08.109209 - Epoch: 0 Iteration: 3  train.loss : 6.25520  train.total_ips : 318.73 img/s
DLL 2021-04-10 17:14:09.222176 - Epoch: 0 Iteration: 4  train.loss : 6.15653  train.total_ips : 445.69 img/s
DLL 2021-04-10 17:14:10.334504 - Epoch: 0 Iteration: 5  train.loss : 6.08478  train.total_ips : 445.94 img/s
DLL 2021-04-10 17:14:11.446843 - Epoch: 0 Iteration: 6  train.loss : 6.01589  train.total_ips : 445.94 img/s
DLL 2021-04-10 17:14:12.559379 - Epoch: 0 Iteration: 7  train.loss : 6.04007  train.total_ips : 445.86 img/s
DLL 2021-04-10 17:14:13.670713 - Epoch: 0 Iteration: 8  train.loss : 6.02846  train.total_ips : 446.34 img/s
DLL 2021-04-10 17:14:14.783958 - Epoch: 0 Iteration: 9  train.loss : 5.98976  train.total_ips : 445.58 img/s
DLL 2021-04-10 17:14:15.897482 - Epoch: 0 Iteration: 10  train.loss : 5.97845  train.total_ips : 445.46 img/s
DLL 2021-04-10 17:14:17.010635 - Epoch: 0 Iteration: 11  train.loss : 6.02700  train.total_ips : 445.61 img/s
DLL 2021-04-10 17:14:18.123911 - Epoch: 0 Iteration: 12  train.loss : 6.00689  train.total_ips : 445.56 img/s
