DLL 2022-10-02 16:12:33.521291 - PARAMETER output : ./ 
DLL 2022-10-02 16:12:33.521352 - PARAMETER dataset_path : /data/tacotron2/LJSpeech-1.1 
DLL 2022-10-02 16:12:33.521374 - PARAMETER model_name : WaveGlow 
DLL 2022-10-02 16:12:33.521393 - PARAMETER log_file : nvlog.json 
DLL 2022-10-02 16:12:33.521409 - PARAMETER anneal_steps : None 
DLL 2022-10-02 16:12:33.521425 - PARAMETER anneal_factor : 0.1 
DLL 2022-10-02 16:12:33.521442 - PARAMETER epochs : 2 
DLL 2022-10-02 16:12:33.521459 - PARAMETER epochs_per_checkpoint : 50 
DLL 2022-10-02 16:12:33.521474 - PARAMETER checkpoint_path :  
DLL 2022-10-02 16:12:33.521489 - PARAMETER resume_from_last : False 
DLL 2022-10-02 16:12:33.521504 - PARAMETER dynamic_loss_scaling : True 
DLL 2022-10-02 16:12:33.521520 - PARAMETER amp : False 
DLL 2022-10-02 16:12:33.521537 - PARAMETER cudnn_enabled : True 
DLL 2022-10-02 16:12:33.521552 - PARAMETER cudnn_benchmark : True 
DLL 2022-10-02 16:12:33.521568 - PARAMETER disable_uniform_initialize_bn_weight : False 
DLL 2022-10-02 16:12:33.521584 - PARAMETER use_saved_learning_rate : False 
DLL 2022-10-02 16:12:33.521599 - PARAMETER learning_rate : 0.0 
DLL 2022-10-02 16:12:33.521616 - PARAMETER weight_decay : 0.0 
DLL 2022-10-02 16:12:33.521632 - PARAMETER grad_clip_thresh : 65504.0 
DLL 2022-10-02 16:12:33.521647 - PARAMETER batch_size : 32 
DLL 2022-10-02 16:12:33.521663 - PARAMETER grad_clip : 5.0 
DLL 2022-10-02 16:12:33.521679 - PARAMETER load_mel_from_disk : False 
DLL 2022-10-02 16:12:33.521696 - PARAMETER training_files : filelists/ljs_audio_text_train_subset_625_filelist.txt 
DLL 2022-10-02 16:12:33.521711 - PARAMETER validation_files : filelists/ljs_audio_text_val_filelist.txt 
DLL 2022-10-02 16:12:33.521725 - PARAMETER text_cleaners : ['english_cleaners'] 
DLL 2022-10-02 16:12:33.521743 - PARAMETER max_wav_value : 32768.0 
DLL 2022-10-02 16:12:33.521759 - PARAMETER sampling_rate : 22050 
DLL 2022-10-02 16:12:33.521776 - PARAMETER filter_length : 1024 
DLL 2022-10-02 16:12:33.521791 - PARAMETER hop_length : 256 
DLL 2022-10-02 16:12:33.521805 - PARAMETER win_length : 1024 
DLL 2022-10-02 16:12:33.521820 - PARAMETER mel_fmin : 0.0 
DLL 2022-10-02 16:12:33.521835 - PARAMETER mel_fmax : 8000.0 
DLL 2022-10-02 16:12:33.521850 - PARAMETER rank : 0 
DLL 2022-10-02 16:12:33.521865 - PARAMETER world_size : 1 
DLL 2022-10-02 16:12:33.521880 - PARAMETER dist_url : tcp://localhost:23456 
DLL 2022-10-02 16:12:33.521894 - PARAMETER group_name : group_name 
DLL 2022-10-02 16:12:33.521908 - PARAMETER dist_backend : nccl 
DLL 2022-10-02 16:12:33.521923 - PARAMETER bench_class :  
DLL 2022-10-02 16:12:33.521937 - PARAMETER model_name : Tacotron2_PyT 
train.py:402: SyntaxWarning: "is not" with a literal. Did you mean "!="?
  if args.checkpoint_path is not "":
/workspace/examples/tacotron2/waveglow/model.py:55: UserWarning: torch.qr is deprecated in favor of torch.linalg.qr and will be removed in a future PyTorch release.
The boolean parameter 'some' has been replaced with a string parameter 'mode'.
Q, R = torch.qr(A, some)
should be replaced with
Q, R = torch.linalg.qr(A, 'reduced' if some else 'complete') (Triggered internally at  /opt/pytorch/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp:1934.)
  W = torch.qr(torch.FloatTensor(c, c).normal_())[0]
DLL 2022-10-02 16:13:17.921723 - (0, 10) glob_iter/iters_per_epoch : 10/19 
DLL 2022-10-02 16:13:18.308143 - (0, 10) train_loss : 0.0020927591249346733 
DLL 2022-10-02 16:13:19.158451 - (0, 10) train_items_per_sec : 206996.39586393684 
DLL 2022-10-02 16:13:19.158534 - (0, 10) train_iter_time : 1.2367365090176463 
DLL 2022-10-02 16:13:19.160106 - (0, 11) glob_iter/iters_per_epoch : 11/19 
DLL 2022-10-02 16:13:19.546473 - (0, 11) train_loss : 0.0017506973817944527 
DLL 2022-10-02 16:13:20.400111 - (0, 11) train_items_per_sec : 206449.43531918613 
DLL 2022-10-02 16:13:20.400195 - (0, 11) train_iter_time : 1.240013079252094 
DLL 2022-10-02 16:13:20.401675 - (0, 12) glob_iter/iters_per_epoch : 12/19 
DLL 2022-10-02 16:13:20.784017 - (0, 12) train_loss : 0.0025644227862358093 
DLL 2022-10-02 16:13:21.636694 - (0, 12) train_items_per_sec : 207282.8495766448 
DLL 2022-10-02 16:13:21.636791 - (0, 12) train_iter_time : 1.235027405899018 
DLL 2022-10-02 16:13:21.638396 - (0, 13) glob_iter/iters_per_epoch : 13/19 
DLL 2022-10-02 16:13:22.025082 - (0, 13) train_loss : 0.002120592165738344 
DLL 2022-10-02 16:13:22.874618 - (0, 13) train_items_per_sec : 207081.42819150322 
DLL 2022-10-02 16:13:22.874954 - (0, 13) train_iter_time : 1.2362286769784987 
DLL 2022-10-02 16:13:22.876433 - (0, 14) glob_iter/iters_per_epoch : 14/19 
DLL 2022-10-02 16:13:23.265461 - (0, 14) train_loss : 0.0014563662698492408 
DLL 2022-10-02 16:13:24.115688 - (0, 14) train_items_per_sec : 206574.5417511838 
DLL 2022-10-02 16:13:24.115769 - (0, 14) train_iter_time : 1.239262097980827 
DLL 2022-10-02 16:13:24.117539 - (0, 15) glob_iter/iters_per_epoch : 15/19 
DLL 2022-10-02 16:13:24.510129 - (0, 15) train_loss : 0.0034921327605843544 
DLL 2022-10-02 16:13:25.367289 - (0, 15) train_items_per_sec : 204840.1018449372 
DLL 2022-10-02 16:13:25.367384 - (0, 15) train_iter_time : 1.249755285680294 
DLL 2022-10-02 16:13:25.369658 - (0, 16) glob_iter/iters_per_epoch : 16/19 
DLL 2022-10-02 16:13:25.767935 - (0, 16) train_loss : 0.0015071844682097435 
DLL 2022-10-02 16:13:26.625684 - (0, 16) train_items_per_sec : 203816.02398055256 
DLL 2022-10-02 16:13:26.625765 - (0, 16) train_iter_time : 1.256034707184881 
DLL 2022-10-02 16:13:26.627511 - (0, 17) glob_iter/iters_per_epoch : 17/19 
DLL 2022-10-02 16:13:27.014770 - (0, 17) train_loss : 0.0035747422371059656 
DLL 2022-10-02 16:13:27.865601 - (0, 17) train_items_per_sec : 206768.85300908456 
DLL 2022-10-02 16:13:27.865683 - (0, 17) train_iter_time : 1.2380975000560284 
DLL 2022-10-02 16:13:27.867417 - (0, 18) glob_iter/iters_per_epoch : 18/19 
DLL 2022-10-02 16:13:28.250337 - (0, 18) train_loss : 0.00243323459289968 
DLL 2022-10-02 16:13:29.101493 - (0, 18) train_items_per_sec : 207441.36890874195 
DLL 2022-10-02 16:13:29.101575 - (0, 18) train_iter_time : 1.2340836417861283 
DLL 2022-10-02 16:13:29.178710 - (0,) train_items_per_sec : 194328.62320502906 
DLL 2022-10-02 16:13:29.179443 - (0,) train_loss : 0.00243323459289968 
DLL 2022-10-02 16:13:29.179494 - (0,) train_epoch_time : 31.65540871070698 
DLL 2022-10-02 16:13:30.013780 - (0, 19, 0) val_items_per_sec : 498412.04102452623 
DLL 2022-10-02 16:13:30.384280 - (0, 19, 1) val_items_per_sec : 693991.0196807561 
DLL 2022-10-02 16:13:30.765077 - (0, 19, 2) val_items_per_sec : 675975.2936182143 
DLL 2022-10-02 16:13:31.914790 - (0, 19, 3) val_items_per_sec : 27883.08844743964 
DLL 2022-10-02 16:13:32.027159 - (0,) val_loss : 0.002100939687807113 
DLL 2022-10-02 16:13:32.027219 - (0,) val_items_per_sec : 474065.3606927341 
Saving model and optimizer state at epoch 0 to ./checkpoint_WaveGlow_0.pt
|||| Updating symlink ./checkpoint_WaveGlow_last.pt to point to checkpoint_WaveGlow_0.pt
DLL 2022-10-02 16:13:37.307030 - (1, 0) glob_iter/iters_per_epoch : 19/19 
DLL 2022-10-02 16:13:38.406354 - (1, 0) train_loss : 0.00222582183778286 
DLL 2022-10-02 16:13:39.274010 - (1, 0) train_items_per_sec : 130146.23043561971 
DLL 2022-10-02 16:13:39.274104 - (1, 0) train_iter_time : 1.9670181698165834 
DLL 2022-10-02 16:13:39.276039 - (1, 1) glob_iter/iters_per_epoch : 20/19 
DLL 2022-10-02 16:13:39.653735 - (1, 1) train_loss : 0.002146846614778042 
DLL 2022-10-02 16:13:40.505141 - (1, 1) train_items_per_sec : 208281.1364179628 
DLL 2022-10-02 16:13:40.505242 - (1, 1) train_iter_time : 1.229107947088778 
DLL 2022-10-02 16:13:40.507193 - (1, 2) glob_iter/iters_per_epoch : 21/19 
DLL 2022-10-02 16:13:40.882226 - (1, 2) train_loss : 0.0023298345040529966 
DLL 2022-10-02 16:13:41.741643 - (1, 2) train_items_per_sec : 207379.07836864912 
DLL 2022-10-02 16:13:41.741755 - (1, 2) train_iter_time : 1.234454324003309 
DLL 2022-10-02 16:13:41.744358 - (1, 3) glob_iter/iters_per_epoch : 22/19 
DLL 2022-10-02 16:13:42.136131 - (1, 3) train_loss : 0.001955443760380149 
DLL 2022-10-02 16:13:43.007344 - (1, 3) train_items_per_sec : 202692.34389999398 
DLL 2022-10-02 16:13:43.007438 - (1, 3) train_iter_time : 1.2629978768527508 
DLL 2022-10-02 16:13:43.009536 - (1, 4) glob_iter/iters_per_epoch : 23/19 
DLL 2022-10-02 16:13:43.385389 - (1, 4) train_loss : 0.002201678464189172 
DLL 2022-10-02 16:13:44.239447 - (1, 4) train_items_per_sec : 208143.6568724417 
DLL 2022-10-02 16:13:44.239544 - (1, 4) train_iter_time : 1.2299197767861187 
DLL 2022-10-02 16:13:44.241353 - (1, 5) glob_iter/iters_per_epoch : 24/19 
DLL 2022-10-02 16:13:44.631645 - (1, 5) train_loss : 0.0022895014844834805 
DLL 2022-10-02 16:13:45.490510 - (1, 5) train_items_per_sec : 204937.04813051666 
DLL 2022-10-02 16:13:45.490608 - (1, 5) train_iter_time : 1.2491640839725733 
DLL 2022-10-02 16:13:45.492438 - (1, 6) glob_iter/iters_per_epoch : 25/19 
DLL 2022-10-02 16:13:45.886763 - (1, 6) train_loss : 0.0017659065779298544 
DLL 2022-10-02 16:13:46.736029 - (1, 6) train_items_per_sec : 205854.40681945725 
DLL 2022-10-02 16:13:46.736130 - (1, 6) train_iter_time : 1.243597375229001 
DLL 2022-10-02 16:13:46.738089 - (1, 7) glob_iter/iters_per_epoch : 26/19 
DLL 2022-10-02 16:13:47.126945 - (1, 7) train_loss : 0.001987194875255227 
DLL 2022-10-02 16:13:47.985579 - (1, 7) train_items_per_sec : 205210.77932130042 
DLL 2022-10-02 16:13:47.985674 - (1, 7) train_iter_time : 1.2474978207610548 
DLL 2022-10-02 16:13:47.987424 - (1, 8) glob_iter/iters_per_epoch : 27/19 
DLL 2022-10-02 16:13:48.457042 - (1, 8) train_loss : 0.002567014656960964 
DLL 2022-10-02 16:13:49.308502 - (1, 8) train_items_per_sec : 193780.08046400544 
DLL 2022-10-02 16:13:49.308592 - (1, 8) train_iter_time : 1.3210852188058197 
DLL 2022-10-02 16:13:49.310270 - (1, 9) glob_iter/iters_per_epoch : 28/19 
DLL 2022-10-02 16:13:49.695418 - (1, 9) train_loss : 0.002382667502388358 
DLL 2022-10-02 16:13:50.548295 - (1, 9) train_items_per_sec : 206779.47812862275 
DLL 2022-10-02 16:13:50.548379 - (1, 9) train_iter_time : 1.2380338818766177 
DLL 2022-10-02 16:13:50.550304 - (1, 10) glob_iter/iters_per_epoch : 29/19 
DLL 2022-10-02 16:13:50.935747 - (1, 10) train_loss : 0.002430850872769952 
DLL 2022-10-02 16:13:51.789741 - (1, 10) train_items_per_sec : 206544.11250781518 
DLL 2022-10-02 16:13:51.789827 - (1, 10) train_iter_time : 1.2394446730613708 
DLL 2022-10-02 16:13:51.791454 - (1, 11) glob_iter/iters_per_epoch : 30/19 
DLL 2022-10-02 16:13:52.182853 - (1, 11) train_loss : 0.002391939517110586 
DLL 2022-10-02 16:13:53.039817 - (1, 11) train_items_per_sec : 205067.26024143485 
DLL 2022-10-02 16:13:53.039904 - (1, 11) train_iter_time : 1.248370898887515 
DLL 2022-10-02 16:13:53.041632 - (1, 12) glob_iter/iters_per_epoch : 31/19 
DLL 2022-10-02 16:13:53.428061 - (1, 12) train_loss : 0.002007220173254609 
DLL 2022-10-02 16:13:54.282775 - (1, 12) train_items_per_sec : 206260.6172094545 
DLL 2022-10-02 16:13:54.282864 - (1, 12) train_iter_time : 1.2411482301540673 
DLL 2022-10-02 16:13:54.284437 - (1, 13) glob_iter/iters_per_epoch : 32/19 
DLL 2022-10-02 16:13:54.666435 - (1, 13) train_loss : 0.001791007467545569 
DLL 2022-10-02 16:13:55.519917 - (1, 13) train_items_per_sec : 207205.8787435963 
DLL 2022-10-02 16:13:55.520013 - (1, 13) train_iter_time : 1.2354861819185317 
DLL 2022-10-02 16:13:55.521982 - (1, 14) glob_iter/iters_per_epoch : 33/19 
DLL 2022-10-02 16:13:55.907997 - (1, 14) train_loss : 0.0020660902373492718 
DLL 2022-10-02 16:13:56.760691 - (1, 14) train_items_per_sec : 206665.65333763548 
DLL 2022-10-02 16:13:56.760803 - (1, 14) train_iter_time : 1.2387157510966063 
DLL 2022-10-02 16:13:56.762667 - (1, 15) glob_iter/iters_per_epoch : 34/19 
DLL 2022-10-02 16:13:57.150058 - (1, 15) train_loss : 0.0022381627932190895 
DLL 2022-10-02 16:13:58.006567 - (1, 15) train_items_per_sec : 205803.44008572501 
DLL 2022-10-02 16:13:58.006671 - (1, 15) train_iter_time : 1.2439053491689265 
DLL 2022-10-02 16:13:58.008364 - (1, 16) glob_iter/iters_per_epoch : 35/19 
DLL 2022-10-02 16:13:58.395670 - (1, 16) train_loss : 0.002478132490068674 
DLL 2022-10-02 16:13:59.253237 - (1, 16) train_items_per_sec : 205642.4442683355 
DLL 2022-10-02 16:13:59.253329 - (1, 16) train_iter_time : 1.2448791926726699 
DLL 2022-10-02 16:13:59.255136 - (1, 17) glob_iter/iters_per_epoch : 36/19 
DLL 2022-10-02 16:13:59.712358 - (1, 17) train_loss : 0.0014884831616654992 
DLL 2022-10-02 16:14:00.563622 - (1, 17) train_items_per_sec : 195645.09321804153 
DLL 2022-10-02 16:14:00.563713 - (1, 17) train_iter_time : 1.3084917990490794 
DLL 2022-10-02 16:14:00.565538 - (1, 18) glob_iter/iters_per_epoch : 37/19 
DLL 2022-10-02 16:14:00.952509 - (1, 18) train_loss : 0.002432308392599225 
DLL 2022-10-02 16:14:01.812478 - (1, 18) train_items_per_sec : 205301.35793613194 
DLL 2022-10-02 16:14:01.812571 - (1, 18) train_iter_time : 1.246947426814586 
DLL 2022-10-02 16:14:01.926791 - (1,) train_items_per_sec : 200912.63665298632 
DLL 2022-10-02 16:14:01.926881 - (1,) train_loss : 0.002432308392599225 
DLL 2022-10-02 16:14:01.926903 - (1,) train_epoch_time : 24.938040221109986 
DLL 2022-10-02 16:14:02.614068 - (1, 38, 0) val_items_per_sec : 687701.0193250023 
DLL 2022-10-02 16:14:02.981006 - (1, 38, 1) val_items_per_sec : 700832.5205531926 
DLL 2022-10-02 16:14:03.353781 - (1, 38, 2) val_items_per_sec : 689740.2234786131 
DLL 2022-10-02 16:14:03.482696 - (1, 38, 3) val_items_per_sec : 251805.45090106988 
DLL 2022-10-02 16:14:03.596086 - (1,) val_loss : 0.0017347849498037249 
DLL 2022-10-02 16:14:03.596220 - (1,) val_items_per_sec : 582519.8035644694 
DLL 2022-10-02 16:14:03.599173 - () run_time : 87.72054769285023 
DLL 2022-10-02 16:14:03.599249 - () val_loss : 0.0017347849498037249 
DLL 2022-10-02 16:14:03.599295 - () train_items_per_sec : 200912.63665298632 
DONE!
