37, 0 %, 0 MiB
37, 1 %, 11 MiB
39, 0 %, 438 MiB
39, 0 %, 558 MiB
40, 0 %, 628 MiB
40, 0 %, 728 MiB
40, 0 %, 728 MiB
40, 0 %, 728 MiB
41, 0 %, 728 MiB
41, 0 %, 728 MiB
41, 0 %, 728 MiB
41, 0 %, 728 MiB
42, 0 %, 1774 MiB
42, 14 %, 2750 MiB
46, 100 %, 30172 MiB
49, 100 %, 46908 MiB
50, 96 %, 46908 MiB
52, 95 %, 46908 MiB
53, 100 %, 46908 MiB
54, 100 %, 46908 MiB
55, 100 %, 46908 MiB
57, 100 %, 46908 MiB
58, 100 %, 46908 MiB
59, 100 %, 46908 MiB
61, 100 %, 46908 MiB
61, 100 %, 46908 MiB
63, 95 %, 46908 MiB
64, 100 %, 46908 MiB
64, 100 %, 46908 MiB
65, 100 %, 46908 MiB
66, 100 %, 46908 MiB
66, 100 %, 46908 MiB
67, 100 %, 46908 MiB
67, 100 %, 46908 MiB
68, 100 %, 46908 MiB
68, 96 %, 46908 MiB
69, 95 %, 46908 MiB
69, 100 %, 46908 MiB
69, 100 %, 46908 MiB
70, 100 %, 46908 MiB
70, 100 %, 46908 MiB
70, 100 %, 46908 MiB
70, 100 %, 46908 MiB
70, 100 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
72, 95 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
71, 100 %, 46908 MiB
72, 100 %, 46908 MiB
71, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 95 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
71, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
71, 97 %, 46908 MiB
72, 96 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 95 %, 46908 MiB
73, 97 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 95 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
73, 97 %, 46908 MiB
73, 100 %, 46908 MiB
73, 100 %, 46908 MiB
72, 100 %, 46908 MiB
70, 0 %, 46884 MiB
