68, 0 %, 558 MiB
66, 0 %, 569 MiB
66, 9 %, 730 MiB
65, 0 %, 730 MiB
64, 2 %, 1552 MiB
63, 3 %, 2006 MiB
66, 76 %, 13886 MiB
68, 100 %, 22010 MiB
68, 81 %, 21234 MiB
68, 61 %, 22652 MiB
68, 98 %, 19068 MiB
68, 83 %, 24143 MiB
69, 82 %, 13641 MiB
69, 93 %, 23945 MiB
71, 100 %, 23945 MiB
71, 96 %, 23947 MiB
72, 94 %, 23949 MiB
72, 97 %, 23953 MiB
73, 100 %, 23953 MiB
73, 89 %, 23953 MiB
74, 95 %, 23953 MiB
74, 100 %, 23953 MiB
74, 97 %, 23953 MiB
75, 100 %, 23953 MiB
75, 98 %, 23953 MiB
76, 95 %, 23953 MiB
76, 98 %, 23953 MiB
77, 100 %, 23953 MiB
77, 98 %, 23953 MiB
77, 95 %, 23953 MiB
77, 100 %, 23953 MiB
78, 100 %, 23953 MiB
77, 100 %, 23953 MiB
78, 82 %, 23953 MiB
78, 100 %, 23953 MiB
78, 99 %, 23953 MiB
78, 95 %, 23953 MiB
78, 98 %, 23953 MiB
79, 95 %, 23953 MiB
78, 90 %, 23953 MiB
79, 95 %, 23953 MiB
78, 100 %, 23953 MiB
79, 100 %, 23953 MiB
79, 100 %, 23953 MiB
79, 77 %, 23953 MiB
79, 100 %, 23953 MiB
79, 100 %, 23953 MiB
79, 100 %, 23953 MiB
79, 99 %, 23953 MiB
79, 95 %, 23953 MiB
79, 100 %, 23953 MiB
79, 95 %, 23953 MiB
79, 100 %, 23953 MiB
79, 95 %, 23953 MiB
79, 99 %, 23953 MiB
79, 95 %, 23953 MiB
79, 100 %, 23953 MiB
79, 100 %, 23953 MiB
79, 100 %, 23953 MiB
79, 98 %, 23953 MiB
79, 95 %, 23953 MiB
79, 100 %, 23953 MiB
79, 95 %, 23953 MiB
79, 99 %, 23953 MiB
79, 95 %, 23953 MiB
79, 100 %, 23953 MiB
79, 100 %, 23953 MiB
80, 100 %, 23953 MiB
79, 99 %, 23953 MiB
79, 95 %, 23953 MiB
79, 100 %, 23943 MiB
77, 23 %, 23537 MiB
