73, 0 %, 0 MiB
72, 0 %, 11 MiB
72, 3 %, 334 MiB
71, 3 %, 592 MiB
71, 1 %, 790 MiB
70, 0 %, 790 MiB
69, 0 %, 790 MiB
69, 0 %, 1856 MiB
73, 12 %, 9086 MiB
73, 96 %, 9086 MiB
74, 93 %, 9086 MiB
75, 94 %, 9086 MiB
74, 95 %, 9086 MiB
76, 92 %, 9086 MiB
77, 95 %, 9086 MiB
77, 95 %, 9086 MiB
78, 94 %, 9086 MiB
78, 94 %, 9086 MiB
80, 93 %, 9086 MiB
79, 94 %, 9086 MiB
80, 93 %, 9086 MiB
81, 95 %, 9086 MiB
81, 94 %, 9086 MiB
81, 94 %, 9086 MiB
82, 94 %, 9086 MiB
81, 94 %, 9086 MiB
83, 94 %, 9086 MiB
83, 94 %, 9086 MiB
83, 94 %, 9086 MiB
84, 95 %, 9086 MiB
83, 95 %, 9086 MiB
84, 94 %, 9086 MiB
83, 94 %, 9086 MiB
84, 94 %, 9086 MiB
84, 95 %, 9086 MiB
84, 95 %, 9086 MiB
84, 95 %, 9086 MiB
84, 95 %, 9086 MiB
84, 95 %, 9086 MiB
84, 94 %, 9086 MiB
85, 95 %, 9086 MiB
84, 93 %, 9086 MiB
84, 93 %, 9086 MiB
84, 95 %, 9086 MiB
